step,loss,lr,tau,tokens_per_sec,static_entropy
9800,2.2734,5.9e-05,0.548,11756,1.386
9810,2.0244,5.9e-05,0.548,11820,1.386
9820,2.062,5.8e-05,0.548,11935,1.386
9830,2.0098,5.8e-05,0.547,11807,1.386
9840,2.0923,5.8e-05,0.547,11927,1.386
9850,2.3965,5.8e-05,0.546,11733,1.386
9860,2.1636,5.8e-05,0.546,11744,1.386
9870,2.2324,5.8e-05,0.545,11720,1.386
9880,2.0562,5.8e-05,0.545,11725,1.386
9890,2.1646,5.8e-05,0.544,11744,1.386
9900,2.1548,5.8e-05,0.544,11872,1.386
9910,1.9849,5.8e-05,0.543,11895,1.386
9920,1.9438,5.8e-05,0.543,11925,1.386
9930,2.1401,5.7e-05,0.542,11952,1.386
9940,2.1182,5.7e-05,0.542,11938,1.386
9950,2.0957,5.7e-05,0.542,11945,1.386
9960,1.9331,5.7e-05,0.541,11948,1.386
9970,2.1914,5.7e-05,0.541,11875,1.386
9980,2.0845,5.7e-05,0.54,11745,1.386
9990,2.2817,5.7e-05,0.54,11733,1.386
10000,2.2573,5.7e-05,0.539,11744,1.386
10010,2.0527,5.7e-05,0.539,11723,1.386
10020,2.0991,5.7e-05,0.538,11703,1.386
10030,2.1865,5.7e-05,0.538,11722,1.386
10040,2.1362,5.6e-05,0.537,10533,1.386
10050,2.0723,5.6e-05,0.537,11784,1.386
10060,2.1094,5.6e-05,0.536,11936,1.386
10070,2.1313,5.6e-05,0.536,11917,1.386
10080,2.0308,5.6e-05,0.536,11934,1.386
10090,2.021,5.6e-05,0.535,11922,1.386
10100,2.0332,5.6e-05,0.535,11916,1.386
10110,1.9204,5.6e-05,0.534,11905,1.386
10120,1.7944,5.6e-05,0.534,11923,1.386
10130,1.9023,5.6e-05,0.533,11925,1.386
10140,1.8428,5.6e-05,0.533,10682,1.386
10150,2.0024,5.6e-05,0.532,11212,1.386
10160,1.9282,5.5e-05,0.532,11917,1.386
10170,1.9868,5.5e-05,0.531,11819,1.386
10180,1.9556,5.5e-05,0.531,11716,1.386
10190,2.0337,5.5e-05,0.53,11719,1.386
10200,2.0825,5.5e-05,0.53,11713,1.386
10210,2.0093,5.5e-05,0.53,11712,1.386
10220,1.9941,5.5e-05,0.529,11789,1.386
10230,2.1274,5.5e-05,0.529,11936,1.386
10240,1.856,5.5e-05,0.528,11935,1.386
10250,2.0234,5.5e-05,0.528,11926,1.386
10260,2.1299,5.5e-05,0.527,11725,1.386
10270,2.0366,5.4e-05,0.527,11694,1.386
10280,2.5742,5.4e-05,0.526,11689,1.386
10290,1.9487,5.4e-05,0.526,11702,1.386
10300,1.8521,5.4e-05,0.525,11841,1.386
10310,2.0215,5.4e-05,0.525,11880,1.386
10320,1.9761,5.4e-05,0.524,11907,1.386
10330,1.9673,5.4e-05,0.524,11791,1.386
10340,2.106,5.4e-05,0.524,11699,1.386
10350,2.0811,5.4e-05,0.523,11717,1.386
10360,1.9409,5.4e-05,0.523,11713,1.386
10370,1.833,5.4e-05,0.522,11728,1.386
10380,2.1128,5.3e-05,0.522,11702,1.386
10390,2.1558,5.3e-05,0.521,11690,1.386
10400,2.2007,5.3e-05,0.521,11692,1.386
10410,1.8994,5.3e-05,0.52,11709,1.386
10420,2.3613,5.3e-05,0.52,11692,1.386
10430,2.0444,5.3e-05,0.519,11805,1.386
10440,2.0811,5.3e-05,0.519,11771,1.386
10450,1.9658,5.3e-05,0.519,11721,1.386
10460,2.2593,5.3e-05,0.518,11723,1.386
10470,2.1548,5.3e-05,0.518,11725,1.386
10480,2.1919,5.3e-05,0.517,11722,1.386
10490,1.9741,5.2e-05,0.517,11718,1.386
10500,2.0342,5.2e-05,0.516,11728,1.386
10510,2.146,5.2e-05,0.516,11723,1.386
10520,2.0391,5.2e-05,0.515,11723,1.386
10530,2.0229,5.2e-05,0.515,11719,1.386
10540,1.8794,5.2e-05,0.514,11731,1.386
10550,1.9287,5.2e-05,0.514,11732,1.386
10560,2.0459,5.2e-05,0.513,11727,1.386
10570,1.8765,5.2e-05,0.513,11713,1.386
10580,1.8101,5.2e-05,0.513,11716,1.386
10590,2.1763,5.2e-05,0.512,11718,1.386
10600,1.8115,5.1e-05,0.512,11703,1.386
10610,1.9023,5.1e-05,0.511,11718,1.386
10620,1.854,5.1e-05,0.511,11885,1.386
10630,1.9175,5.1e-05,0.51,11913,1.386
10640,1.9067,5.1e-05,0.51,11907,1.386
10650,2.0703,5.1e-05,0.509,11901,1.386
10660,2.5454,5.1e-05,0.509,11722,1.386
10670,1.9243,5.1e-05,0.508,11854,1.386
10680,1.9502,5.1e-05,0.508,11931,1.386
10690,2.1133,5.1e-05,0.507,11922,1.386
10700,2.3423,5.1e-05,0.507,11847,1.386
10710,1.8813,5e-05,0.507,11700,1.386
10720,1.8931,5e-05,0.506,11904,1.386
10730,2.2876,5e-05,0.506,11889,1.386
10740,2.3623,5e-05,0.505,11898,1.386
10750,1.9526,5e-05,0.505,11868,1.386
10760,2.0439,5e-05,0.504,11714,1.386
10770,1.9795,5e-05,0.504,11936,1.386
10780,1.8613,5e-05,0.503,11900,1.386
10790,2.1685,5e-05,0.503,11763,1.386
10800,1.9346,5e-05,0.502,11862,1.386
10810,2.0273,5e-05,0.502,11963,1.386
10820,2.0713,5e-05,0.501,11757,1.386
10830,2.041,4.9e-05,0.501,11754,1.386
10840,2.4253,4.9e-05,0.501,11778,1.386
10850,1.8301,4.9e-05,0.5,11756,1.386
10860,1.7773,4.9e-05,0.5,11939,1.386
10870,1.8608,4.9e-05,0.499,11905,1.386
10880,1.7744,4.9e-05,0.499,11918,1.386
10890,1.978,4.9e-05,0.498,11875,1.386
10900,2.02,4.9e-05,0.498,11709,1.386
10910,1.8447,4.9e-05,0.497,11722,1.386
10920,1.9868,4.9e-05,0.497,11722,1.386
10930,1.9102,4.9e-05,0.496,11735,1.386
10940,2.0327,4.8e-05,0.496,11739,1.386
10950,2.0728,4.8e-05,0.495,11700,1.386
10960,2.0591,4.8e-05,0.495,11711,1.386
10970,1.9873,4.8e-05,0.495,11720,1.386
10980,2.1377,4.8e-05,0.494,11737,1.386
10990,1.8062,4.8e-05,0.494,11637,1.386
11000,1.9756,4.8e-05,0.493,11931,1.386
11010,1.8335,4.8e-05,0.493,10847,1.386
11020,2.252,4.8e-05,0.492,11942,1.386
11030,1.9097,4.8e-05,0.492,11936,1.386
11040,1.8833,4.8e-05,0.491,11894,1.386
11050,1.9951,4.7e-05,0.491,11709,1.386
11060,2.1284,4.7e-05,0.49,11712,1.386
11070,1.9258,4.7e-05,0.49,11717,1.386
11080,1.9604,4.7e-05,0.489,11722,1.386
11090,2.0176,4.7e-05,0.489,11729,1.386
11100,1.9634,4.7e-05,0.489,11717,1.386
11110,1.8936,4.7e-05,0.488,11785,1.386
11120,1.7207,4.7e-05,0.488,11932,1.386
11130,1.9478,4.7e-05,0.487,11929,1.386
11140,1.9102,4.7e-05,0.487,11905,1.386
11150,1.9775,4.7e-05,0.486,11931,1.386
11160,1.8501,4.6e-05,0.486,11910,1.386
11170,1.9326,4.6e-05,0.485,11912,1.386
11180,1.9023,4.6e-05,0.485,11923,1.386
11190,1.9229,4.6e-05,0.484,11961,1.386
11200,1.8828,4.6e-05,0.484,11922,1.386
11210,1.9365,4.6e-05,0.483,11909,1.386
11220,1.5415,4.6e-05,0.483,11935,1.386
11230,1.8232,4.6e-05,0.483,11841,1.386
11240,2.1191,4.6e-05,0.482,11721,1.386
11250,2.168,4.6e-05,0.482,11723,1.386
11260,1.9507,4.6e-05,0.481,11707,1.386
11270,1.7598,4.5e-05,0.481,11834,1.386
11280,1.9146,4.5e-05,0.48,11936,1.386
11290,2.2358,4.5e-05,0.48,11694,1.386
11300,1.9185,4.5e-05,0.479,11713,1.386
11310,2.04,4.5e-05,0.479,11699,1.386
11320,1.7905,4.5e-05,0.478,11741,1.386
11330,1.939,4.5e-05,0.478,11830,1.386
11340,1.9292,4.5e-05,0.477,11704,1.386
11350,1.9233,4.5e-05,0.477,11696,1.386
11360,1.9424,4.5e-05,0.477,11725,1.386
11370,1.8467,4.5e-05,0.476,11705,1.386
11380,2.0664,4.5e-05,0.476,11706,1.386
11390,2.042,4.4e-05,0.475,11718,1.386
11400,1.8228,4.4e-05,0.475,11769,1.386
11410,1.9243,4.4e-05,0.474,11705,1.386
11420,1.9614,4.4e-05,0.474,11724,1.386
11430,1.854,4.4e-05,0.473,11698,1.386
11440,1.9546,4.4e-05,0.473,11708,1.386
11450,1.9619,4.4e-05,0.472,11705,1.386
11460,1.8398,4.4e-05,0.472,11701,1.386
11470,1.8853,4.4e-05,0.472,11832,1.386
11480,1.6294,4.4e-05,0.471,11920,1.386
11490,1.7515,4.4e-05,0.471,11952,1.386
11500,1.7598,4.3e-05,0.47,11903,1.386
11510,1.873,4.3e-05,0.47,11941,1.386
11520,1.8955,4.3e-05,0.469,11949,1.386
11530,1.8394,4.3e-05,0.469,11934,1.386
11540,1.811,4.3e-05,0.468,11849,1.386
11550,2.1572,4.3e-05,0.468,11707,1.386
11560,2.0508,4.3e-05,0.467,11696,1.386
11570,2.0723,4.3e-05,0.467,11718,1.386
11580,1.916,4.3e-05,0.466,11689,1.386
11590,1.894,4.3e-05,0.466,11927,1.386
11600,1.9448,4.3e-05,0.466,11870,1.386
11610,1.7329,4.2e-05,0.465,11917,1.386
11620,1.8975,4.2e-05,0.465,11932,1.386
11630,1.7861,4.2e-05,0.464,11936,1.386
11640,1.9404,4.2e-05,0.464,11810,1.386
11650,1.9243,4.2e-05,0.463,11695,1.386
11660,1.7227,4.2e-05,0.463,11709,1.386
11670,1.9512,4.2e-05,0.462,11704,1.386
11680,1.938,4.2e-05,0.462,11705,1.386
11690,1.9756,4.2e-05,0.461,11723,1.386
11700,1.9028,4.2e-05,0.461,11711,1.386
11710,1.8877,4.2e-05,0.46,11856,1.386
11720,2.0151,4.1e-05,0.46,11697,1.386
11730,1.8398,4.1e-05,0.46,11710,1.386
11740,1.9805,4.1e-05,0.459,11704,1.386
11750,1.9033,4.1e-05,0.459,11725,1.386
11760,1.6924,4.1e-05,0.458,11723,1.386
11770,1.8623,4.1e-05,0.458,11706,1.386
11780,1.9722,4.1e-05,0.457,11695,1.386
11790,1.9268,4.1e-05,0.457,11711,1.386
11800,1.8506,4.1e-05,0.456,11713,1.386
11810,2.0024,4.1e-05,0.456,11712,1.386
11820,1.833,4.1e-05,0.455,11704,1.386
11830,1.7964,4.1e-05,0.455,11724,1.386
11840,1.8267,4e-05,0.454,11705,1.386
11850,1.8296,4e-05,0.454,11674,1.386
11860,1.6738,4e-05,0.454,11774,1.386
11870,1.8149,4e-05,0.453,11934,1.386
11880,2.1831,4e-05,0.453,11836,1.386
11890,1.9927,4e-05,0.452,11709,1.386
11900,1.7583,4e-05,0.452,11709,1.386
11910,2.0234,4e-05,0.451,11721,1.386
11920,1.8477,4e-05,0.451,11722,1.386
11930,1.9653,4e-05,0.45,11699,1.386
11940,1.8062,4e-05,0.45,11717,1.386
11950,1.9434,3.9e-05,0.449,11695,1.386
11960,1.9033,3.9e-05,0.449,11721,1.386
11970,1.7559,3.9e-05,0.448,11733,1.386
11980,1.9844,3.9e-05,0.448,11711,1.386
11990,2.1064,3.9e-05,0.448,11708,1.386
12000,2.2358,3.9e-05,0.447,11723,1.386
12010,1.7466,3.9e-05,0.447,10566,1.386
12020,1.8589,3.9e-05,0.446,11810,1.386
12030,1.7852,3.9e-05,0.446,11934,1.386
12040,1.9541,3.9e-05,0.445,11911,1.386
12050,1.6519,3.9e-05,0.445,11919,1.386
12060,2.0806,3.9e-05,0.444,11788,1.386
12070,2.2358,3.8e-05,0.444,11710,1.386
12080,1.8413,3.8e-05,0.443,11777,1.386
12090,1.7974,3.8e-05,0.443,11912,1.386
12100,1.957,3.8e-05,0.442,11829,1.386
12110,2.1279,3.8e-05,0.442,11708,1.386
12120,1.9438,3.8e-05,0.442,11768,1.386
12130,1.9668,3.8e-05,0.441,11757,1.386
12140,2.0127,3.8e-05,0.441,11739,1.386
12150,1.9165,3.8e-05,0.44,11713,1.386
12160,1.9307,3.8e-05,0.44,11704,1.386
12170,1.6865,3.8e-05,0.439,11867,1.386
12180,1.9736,3.7e-05,0.439,11925,1.386
12190,1.7637,3.7e-05,0.438,11959,1.386
12200,1.6318,3.7e-05,0.438,11936,1.386
12210,2.2148,3.7e-05,0.437,11845,1.386
12220,1.8691,3.7e-05,0.437,11717,1.386
12230,1.7505,3.7e-05,0.436,11692,1.386
12240,2.1104,3.7e-05,0.436,11710,1.386
12250,1.9395,3.7e-05,0.436,11699,1.386
12260,1.8442,3.7e-05,0.435,11745,1.386
12270,1.8486,3.7e-05,0.435,11866,1.386
12280,2.0527,3.7e-05,0.434,11710,1.386
12290,1.8838,3.7e-05,0.434,11725,1.386
12300,1.9683,3.6e-05,0.433,11713,1.386
12310,1.8169,3.6e-05,0.433,11722,1.386
12320,1.9062,3.6e-05,0.432,11749,1.386
12330,2.145,3.6e-05,0.432,11700,1.386
12340,1.855,3.6e-05,0.431,11710,1.386
12350,2.0327,3.6e-05,0.431,11700,1.386
12360,1.8223,3.6e-05,0.43,11690,1.386
12370,2.0225,3.6e-05,0.43,11690,1.386
12380,1.7744,3.6e-05,0.43,11716,1.386
12390,2.125,3.6e-05,0.429,11704,1.386
12400,2.042,3.6e-05,0.429,11908,1.386
12410,1.8877,3.5e-05,0.428,11952,1.386
12420,1.9048,3.5e-05,0.428,11932,1.386
12430,1.8848,3.5e-05,0.427,11701,1.386
12440,1.8408,3.5e-05,0.427,11905,1.386
12450,1.7915,3.5e-05,0.426,11917,1.386
12460,2.2183,3.5e-05,0.426,11722,1.386
12470,1.9033,3.5e-05,0.425,11716,1.386
12480,1.9141,3.5e-05,0.425,11715,1.386
12490,2.0049,3.5e-05,0.424,11714,1.386
12500,1.7349,3.5e-05,0.424,11868,1.386
12510,1.8286,3.5e-05,0.424,11908,1.386
12520,1.9551,3.5e-05,0.423,11934,1.386
12530,1.8291,3.4e-05,0.423,11904,1.386
12540,1.7705,3.4e-05,0.422,11921,1.386
12550,1.7388,3.4e-05,0.422,11935,1.386
12560,1.7788,3.4e-05,0.421,11873,1.386
12570,1.688,3.4e-05,0.421,11691,1.386
12580,1.6294,3.4e-05,0.42,11715,1.386
12590,1.916,3.4e-05,0.42,11699,1.386
12600,1.749,3.4e-05,0.419,11704,1.386
12610,1.9111,3.4e-05,0.419,11800,1.386
12620,1.7764,3.4e-05,0.419,11924,1.386
12630,1.7329,3.4e-05,0.418,11919,1.386
12640,1.8301,3.4e-05,0.418,11711,1.386
12650,1.8438,3.3e-05,0.417,11715,1.386
12660,2.2588,3.3e-05,0.417,11708,1.386
12670,2.0898,3.3e-05,0.416,11702,1.386
12680,1.7393,3.3e-05,0.416,11768,1.386
12690,1.9409,3.3e-05,0.415,11678,1.386
12700,1.9766,3.3e-05,0.415,11947,1.386
12710,1.9272,3.3e-05,0.414,11921,1.386
12720,1.9575,3.3e-05,0.414,11890,1.386
12730,2.1685,3.3e-05,0.413,11769,1.386
12740,1.9932,3.3e-05,0.413,11722,1.386
12750,1.958,3.3e-05,0.413,11718,1.386
12760,1.896,3.3e-05,0.412,11913,1.386
12770,2.0142,3.2e-05,0.412,11890,1.386
12780,2.126,3.2e-05,0.411,11694,1.386
12790,1.7295,3.2e-05,0.411,11826,1.386
12800,1.9033,3.2e-05,0.41,11919,1.386
12810,2.0659,3.2e-05,0.41,11927,1.386
12820,1.8657,3.2e-05,0.409,11786,1.386
12830,1.7607,3.2e-05,0.409,11721,1.386
12840,1.7764,3.2e-05,0.408,11892,1.386
12850,1.7822,3.2e-05,0.408,11935,1.386
12860,1.8213,3.2e-05,0.407,11919,1.386
12870,1.7827,3.2e-05,0.407,11868,1.386
12880,1.8926,3.2e-05,0.407,11909,1.386
12890,2.0259,3.1e-05,0.406,11895,1.386
12900,1.7188,3.1e-05,0.406,11913,1.386
12910,1.8892,3.1e-05,0.405,11850,1.386
12920,1.7754,3.1e-05,0.405,11726,1.386
12930,1.8804,3.1e-05,0.404,11706,1.386
12940,2.0161,3.1e-05,0.404,11718,1.386
12950,1.7744,3.1e-05,0.403,11725,1.386
12960,2.2959,3.1e-05,0.403,11695,1.386
12970,1.9268,3.1e-05,0.402,11864,1.386
12980,1.8892,3.1e-05,0.402,11862,1.386
12990,1.895,3.1e-05,0.401,11893,1.386
13000,1.7954,3.1e-05,0.401,11711,1.386
13010,1.8916,3e-05,0.401,10561,1.386
13020,1.6626,3e-05,0.4,11739,1.386
13030,1.7632,3e-05,0.4,11923,1.386
13040,1.7715,3e-05,0.399,11924,1.386
13050,1.9312,3e-05,0.399,11931,1.386
13060,1.7393,3e-05,0.398,11929,1.386
13070,1.8994,3e-05,0.398,11448,1.386
13080,1.7822,3e-05,0.397,11641,1.386
13090,1.9639,3e-05,0.397,11707,1.386
13100,1.9062,3e-05,0.396,11209,1.386
13110,1.8125,3e-05,0.396,11786,1.386
13120,2.1128,3e-05,0.395,11843,1.386
13130,2.0156,2.9e-05,0.395,11715,1.386
13140,1.7944,2.9e-05,0.395,11712,1.386
13150,1.9639,2.9e-05,0.394,11908,1.386
13160,1.6567,2.9e-05,0.394,11923,1.386
13170,1.9175,2.9e-05,0.393,11926,1.386
13180,1.8857,2.9e-05,0.393,11937,1.386
13190,1.5391,2.9e-05,0.392,11912,1.386
13200,1.959,2.9e-05,0.392,11924,1.386
13210,1.9692,2.9e-05,0.391,11941,1.386
13220,1.9111,2.9e-05,0.391,11832,1.386
13230,1.894,2.9e-05,0.39,11727,1.386
13240,1.9478,2.9e-05,0.39,11754,1.386
13250,1.6831,2.8e-05,0.389,11948,1.386
13260,1.8071,2.8e-05,0.389,11941,1.386
13270,1.8584,2.8e-05,0.389,11944,1.386
13280,1.8296,2.8e-05,0.388,11911,1.386
13290,2.1182,2.8e-05,0.388,11955,1.386
13300,1.9517,2.8e-05,0.387,11731,1.386
13310,1.8403,2.8e-05,0.387,11738,1.386
13320,1.7964,2.8e-05,0.386,11745,1.386
13330,1.6333,2.8e-05,0.386,11742,1.386
13340,1.8154,2.8e-05,0.385,11733,1.386
13350,1.6968,2.8e-05,0.385,11855,1.386
13360,1.8218,2.8e-05,0.384,11937,1.386
13370,1.9751,2.8e-05,0.384,11900,1.386
13380,1.9399,2.7e-05,0.383,11734,1.386
13390,2.0356,2.7e-05,0.383,11702,1.386
13400,1.8823,2.7e-05,0.383,11866,1.386
13410,1.9272,2.7e-05,0.382,11947,1.386
13420,1.9517,2.7e-05,0.382,11731,1.386
13430,1.7915,2.7e-05,0.381,11734,1.386
13440,1.9268,2.7e-05,0.381,11709,1.386
13450,1.8013,2.7e-05,0.38,11711,1.386
13460,1.9795,2.7e-05,0.38,11714,1.386
13470,1.8984,2.7e-05,0.379,11720,1.386
13480,1.8638,2.7e-05,0.379,11749,1.386
13490,1.8291,2.7e-05,0.378,11912,1.386
13500,1.9131,2.6e-05,0.378,11936,1.386
13510,1.8979,2.6e-05,0.377,11945,1.386
13520,1.9136,2.6e-05,0.377,11933,1.386
13530,1.8594,2.6e-05,0.377,11917,1.386
13540,1.8013,2.6e-05,0.376,11939,1.386
13550,1.6768,2.6e-05,0.376,11927,1.386
13560,1.8164,2.6e-05,0.375,11951,1.386
13570,1.7861,2.6e-05,0.375,11776,1.386
13580,1.8892,2.6e-05,0.374,11737,1.386
13590,1.8242,2.6e-05,0.374,11745,1.386
13600,1.771,2.6e-05,0.373,11747,1.386
13610,1.9175,2.6e-05,0.373,11757,1.386
13620,1.8149,2.6e-05,0.372,11928,1.386
13630,1.73,2.5e-05,0.372,11765,1.386
13640,2.1138,2.5e-05,0.372,11752,1.386
13650,1.957,2.5e-05,0.371,11740,1.386
13660,1.7935,2.5e-05,0.371,11754,1.386
13670,1.7944,2.5e-05,0.37,11733,1.386
13680,2.1831,2.5e-05,0.37,11711,1.386
13690,2.0146,2.5e-05,0.369,11689,1.386
13700,1.8477,2.5e-05,0.369,11711,1.386
13710,1.7563,2.5e-05,0.368,11724,1.386
13720,1.9424,2.5e-05,0.368,11723,1.386
13730,1.8315,2.5e-05,0.367,11864,1.386
13740,1.8091,2.5e-05,0.367,11837,1.386
13750,1.9668,2.5e-05,0.366,11727,1.386
13760,1.77,2.4e-05,0.366,11755,1.386
13770,1.7227,2.4e-05,0.366,11717,1.386
13780,1.9468,2.4e-05,0.365,11772,1.386
13790,2.0308,2.4e-05,0.365,11945,1.386
13800,1.9741,2.4e-05,0.364,11814,1.386
13810,2.019,2.4e-05,0.364,11706,1.386
13820,1.6538,2.4e-05,0.363,11715,1.386
13830,1.8257,2.4e-05,0.363,11708,1.386
13840,1.7632,2.4e-05,0.362,11721,1.386
13850,1.8711,2.4e-05,0.362,11709,1.386
13860,1.8862,2.4e-05,0.361,11713,1.386
13870,1.7373,2.4e-05,0.361,11707,1.386
13880,1.917,2.4e-05,0.36,11724,1.386
13890,1.8247,2.3e-05,0.36,11709,1.386
13900,1.8042,2.3e-05,0.36,11720,1.386
13910,1.7725,2.3e-05,0.359,11796,1.386
13920,1.9507,2.3e-05,0.359,11912,1.386
13930,1.8804,2.3e-05,0.358,11886,1.386
13940,1.8374,2.3e-05,0.358,11724,1.386
13950,1.7129,2.3e-05,0.357,11723,1.386
13960,1.8306,2.3e-05,0.357,11703,1.386
13970,2.2446,2.3e-05,0.356,11719,1.386
13980,2.0322,2.3e-05,0.356,11722,1.386
13990,1.8921,2.3e-05,0.355,11840,1.386
14000,1.8003,2.3e-05,0.355,11711,1.386
14010,1.8081,2.3e-05,0.354,10154,1.386
14020,1.8008,2.2e-05,0.354,11702,1.386
14030,1.9375,2.2e-05,0.354,11733,1.386
14040,1.8921,2.2e-05,0.353,11728,1.386
14050,1.7881,2.2e-05,0.353,11731,1.386
14060,2.1284,2.2e-05,0.352,11714,1.386
14070,1.9253,2.2e-05,0.352,11730,1.386
14080,1.8369,2.2e-05,0.351,11717,1.386
14090,1.9116,2.2e-05,0.351,11718,1.386
14100,2.1001,2.2e-05,0.35,11724,1.386
14110,1.8062,2.2e-05,0.35,11866,1.386
14120,1.8188,2.2e-05,0.349,11925,1.386
14130,1.7769,2.2e-05,0.349,11949,1.386
14140,1.5342,2.2e-05,0.348,11955,1.386
14150,1.8335,2.1e-05,0.348,11800,1.386
14160,1.98,2.1e-05,0.348,11731,1.386
14170,1.7671,2.1e-05,0.347,11730,1.386
14180,1.728,2.1e-05,0.347,11719,1.386
14190,1.6904,2.1e-05,0.346,11702,1.386
14200,1.6665,2.1e-05,0.346,11852,1.386
14210,1.7773,2.1e-05,0.345,11753,1.386
14220,1.8555,2.1e-05,0.345,11731,1.386
14230,1.7808,2.1e-05,0.344,11302,1.386
14240,1.7686,2.1e-05,0.344,11312,1.386
14250,1.8188,2.1e-05,0.343,11760,1.386
14260,1.9043,2.1e-05,0.343,11803,1.386
14270,1.9512,2.1e-05,0.342,11739,1.386
14280,1.8481,2.1e-05,0.342,11039,1.386
14290,1.8374,2e-05,0.342,11599,1.386
14300,1.8745,2e-05,0.341,11936,1.386
14310,1.771,2e-05,0.341,11917,1.386
14320,1.8228,2e-05,0.34,11756,1.386
14330,1.749,2e-05,0.34,11929,1.386
14340,1.813,2e-05,0.339,11935,1.386
14350,1.8857,2e-05,0.339,11924,1.386
14360,1.7637,2e-05,0.338,11824,1.386
14370,1.8052,2e-05,0.338,11708,1.386
14380,1.8052,2e-05,0.337,11699,1.386
14390,1.8008,2e-05,0.337,11717,1.386
14400,1.8286,2e-05,0.336,11847,1.386
14410,1.8125,2e-05,0.336,11926,1.386
14420,1.9253,2e-05,0.336,11909,1.386
14430,1.8213,1.9e-05,0.335,11709,1.386
14440,2.0366,1.9e-05,0.335,11727,1.386
14450,1.7856,1.9e-05,0.334,11717,1.386
14460,1.6333,1.9e-05,0.334,11711,1.386
14470,1.8823,1.9e-05,0.333,11698,1.386
14480,1.8662,1.9e-05,0.333,11686,1.386
14490,1.8687,1.9e-05,0.332,11712,1.386
14500,1.7524,1.9e-05,0.332,11713,1.386
14510,1.8706,1.9e-05,0.331,11727,1.386
14520,1.8477,1.9e-05,0.331,11707,1.386
14530,2.3345,1.9e-05,0.33,11716,1.386
14540,1.5752,1.9e-05,0.33,11837,1.386
14550,1.4839,1.9e-05,0.33,11910,1.386
14560,1.4888,1.9e-05,0.329,11927,1.386
